,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
149,José Daniel Guerrero\Jose-Daniel-Guerrero,mx MEX,MF,Puebla,30,1987,19,12,1055,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Jorge Daniel Hernández\Jorge-Daniel-Hernandez,mx MEX,MF,Pachuca,29,1989,34,34,3002,0,2,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches
151,Juan David Pérez\Juan-David-Perez,co COL,FW,Pachuca,27,1991,4,2,142,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Víctor Dávila\Victor-Davila,cl CHI,FWMF,Necaxa,20,1997,16,15,1375,6,2,2,2,4,0,0.39,0.13,0.52,0.26,0.39,Matches
153,Víctor Dávila\Victor-Davila,cl CHI,FWMF,Pachuca,20,1997,9,3,332,1,0,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
154,Diego De Buen\Diego-De-Buen,mx MEX,MF,Santos,27,1991,3,0,44,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Ayron del Valle\Ayron-del-Valle,co COL,FW,Querétaro,29,1989,9,3,358,2,0,0,1,1,0,0.50,0.00,0.50,0.50,0.50,Matches
156,Alejandro Díaz Liceága\Alejandro-Diaz-Liceaga,mx MEX,MFFW,Atlas,22,1996,11,3,349,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
157,Jair Díaz\Jair-Diaz,mx MEX,DF,UANL,19,1998,8,7,621,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
158,Marcelo Díaz\Marcelo-Diaz,cl CHI,MF,UNAM,31,1986,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
159,Adolfo Domínguez Gerardo\Adolfo-Dominguez-Gerardo,mx MEX,MFDF,Toluca,27,1991,13,2,246,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Cecilio Domínguez\Cecilio-Dominguez,py PAR,MF,América,23,1994,14,7,716,2,1,1,2,1,0,0.25,0.13,0.38,0.13,0.25,Matches
161,Idekel Domínguez\Idekel-Dominguez,mx MEX,DF,UNAM,18,2000,8,8,676,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
162,Julio Domínguez\Julio-Dominguez,mx MEX,DF,Cruz Azul,30,1987,34,33,2963,1,0,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches
163,Misael Domínguez\Misael-Dominguez,mx MEX,MF,Cruz Azul,18,1999,6,0,138,0,1,0,0,0,0,0.00,0.65,0.65,0.00,0.65,Matches
164,Luis Donaldo Hernández\Luis-Donaldo-Hernandez,mx MEX,DF,Necaxa,20,1998,8,7,640,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Dória\Doria,br BRA,DF,Santos,23,1994,29,29,2586,2,0,0,0,6,1,0.07,0.00,0.07,0.07,0.07,Matches
166,Alejandro Duarte\Alejandro-Duarte,pe PER,GK,Lobos BUAP,24,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Jesús Dueñas\Jesus-Duenas,mx MEX,DFMF,UANL,29,1989,32,25,2447,0,2,0,0,9,0,0.00,0.07,0.07,0.00,0.07,Matches
168,Jefferson Duque\Jefferson-Duque,co COL,FW,Atlas,31,1987,24,16,1422,6,0,0,1,1,0,0.38,0.00,0.38,0.38,0.38,Matches
169,Rafael Durán\Rafael-Duran,mx MEX,MF,UANL,20,1997,5,3,159,1,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,Matches
170,Rafael Durán\Rafael-Duran,mx MEX,FW,Lobos BUAP,20,1997,6,0,70,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Javier Eduardo López\Javier-Eduardo-Lopez,mx MEX,MF,Guadalajara,23,1994,18,15,1120,2,1,0,0,0,0,0.16,0.08,0.24,0.16,0.24,Matches
172,Félix Eduardo Rodríguez\Felix-Eduardo-Rodriguez,mx MEX,MF,Monterrey,26,1992,18,14,1299,1,4,0,0,0,0,0.07,0.28,0.35,0.07,0.35,Matches
173,Jorge Eduardo Sánchez\Jorge-Eduardo-Sanchez,mx MEX,DF,América,20,1997,25,23,2006,1,2,0,0,3,1,0.04,0.09,0.13,0.04,0.13,Matches
174,Francisco Eduardo Venegas\Francisco-Eduardo-Venegas,mx MEX,DF,UANL,20,1998,8,8,660,2,1,0,0,3,0,0.27,0.14,0.41,0.27,0.41,Matches
175,Jesús Eduardo Zavala\Jesus-Eduardo-Zavala,mx MEX,MF,Puebla,31,1987,16,16,1414,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
176,Martín Eduardo Zúñiga\Martin-Eduardo-Zuniga,mx MEX,FW,Cruz Azul,25,1993,5,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Luis Enrique Quiñones\Luis-Enrique-Quinones,co COL,MF,UANL,27,1991,14,12,990,2,6,0,0,2,0,0.18,0.55,0.73,0.18,0.73,Matches
178,Luis Enrique Quiñones\Luis-Enrique-Quinones,co COL,MF,Toluca,27,1991,16,15,1316,3,4,0,0,6,0,0.21,0.27,0.48,0.21,0.48,Matches
179,Luis Enrique Robles\Luis-Enrique-Robles,mx MEX,MF,Puebla,31,1986,8,7,623,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
180,Carlos Ernesto Cisneros\Carlos-Ernesto-Cisneros,mx MEX,MF,Guadalajara,24,1993,8,7,447,0,2,0,0,1,0,0.00,0.40,0.40,0.00,0.40,Matches
181,Claudio Ernesto González\Claudio-Ernesto-Gonzalez,mx MEX,FW,León,26,1992,4,0,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Luis Ernesto Olascoaga\Luis-Ernesto-Olascoaga,mx MEX,DF,Lobos BUAP,26,1991,11,7,644,0,1,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
183,Kevin Escamilla\Kevin-Escamilla,mx MEX,MF,UNAM,24,1994,23,20,1629,1,0,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches
184,Amaury Escoto\Amaury-Escoto,mx MEX,FW,Toluca,25,1992,8,1,171,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Jonathan Espericueta\Jonathan-Espericueta,mx MEX,MF,Puebla,23,1994,8,3,341,1,0,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches
186,Carlos Esquivel\Carlos-Esquivel,mx MEX,MF,Veracruz,36,1982,10,3,384,0,1,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches
187,Carlos Esquivel\Carlos-Esquivel,mx MEX,MF,Toluca,36,1982,5,2,140,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Stephen Eustáquio\Stephen-Eustaquio,pt POR,MF,Cruz Azul,21,1996,1,0,1,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
189,Fabrício\Fabricio,br BRA,DF,Veracruz,28,1990,10,9,716,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
190,Omar Fernández Frasica\Omar-Fernandez-Frasica,co COL,MFFW,Puebla,25,1993,25,24,1755,0,5,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches
191,Brian Fernández\Brian-Fernandez,ar ARG,MFFW,Necaxa,23,1994,30,25,2212,16,5,0,1,8,1,0.65,0.20,0.85,0.65,0.85,Matches
192,Matías Fernández\Matias-Fernandez,cl CHI,MF,Necaxa,32,1986,17,13,1068,3,1,0,0,1,0,0.25,0.08,0.34,0.25,0.34,Matches
193,Luis Fernando Fuentes\Luis-Fernando-Fuentes,mx MEX,DF,Tijuana,31,1986,34,34,3021,2,1,0,0,1,0,0.06,0.03,0.09,0.06,0.09,Matches
194,Iván Fernando Ochoa\Ivan-Fernando-Ochoa,mx MEX,MF,León,21,1996,2,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Luis Fernando Quintana\Luis-Fernando-Quintana,mx MEX,DF,UNAM,26,1992,28,26,2191,1,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08,Matches
196,Sebastián Ferreira\Sebastian-Ferreira,py PAR,FW,Morelia,20,1998,25,13,1271,7,1,0,0,2,0,0.50,0.07,0.57,0.50,0.57,Matches
197,Carlos Fierro\Carlos-Fierro,mx MEX,MF,Morelia,24,1994,22,15,1339,0,3,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
198,Brian Figueroa\Brian-Figueroa,mx MEX,MFFW,UNAM,19,1999,11,3,386,0,1,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches
199,Gerardo Flores Zúñiga\Gerardo-Flores-Zuniga,mx MEX,DF,Cruz Azul,32,1986,5,5,324,1,0,0,0,1,1,0.28,0.00,0.28,0.28,0.28,Matches
200,Edison Flores\Edison-Flores,pe PER,MFFW,Morelia,24,1994,24,19,1753,5,2,0,0,2,0,0.26,0.10,0.36,0.26,0.36,Matches
201,José Francisco Canales\Jose-Francisco-Canales,mx MEX,GK,Lobos BUAP,31,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Alexis Francisco Peña\Alexis-Francisco-Pena,mx MEX,DF,Necaxa,22,1996,17,17,1530,0,3,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
203,Alexis Francisco Peña\Alexis-Francisco-Pena,mx MEX,DF,Pachuca,22,1996,14,14,1260,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
204,José Francisco Torres\Jose-Francisco-Torres,us USA,MF,Puebla,30,1987,11,9,673,1,1,0,0,2,1,0.13,0.13,0.27,0.13,0.27,Matches
205,Rogelio Funes Mori\Rogelio-Funes-Mori,ar ARG,FW,Monterrey,27,1991,23,15,1412,14,2,1,1,3,1,0.89,0.13,1.02,0.83,0.96,Matches
206,Julio Furch\Julio-Furch,ar ARG,FW,Santos,29,1989,31,31,2708,18,6,1,2,1,0,0.60,0.20,0.80,0.56,0.76,Matches
207,Jesús Gallardo\Jesus-Gallardo,mx MEX,MFDF,Monterrey,23,1994,34,23,2277,4,4,0,0,4,0,0.16,0.16,0.32,0.16,0.32,Matches
208,Felipe Gallegos\Felipe-Gallegos,cl CHI,MFDF,Necaxa,26,1991,27,23,2061,1,2,0,0,2,2,0.04,0.09,0.13,0.04,0.13,Matches
209,Pedro Gallese\Pedro-Gallese,pe PER,GK,Veracruz,28,1990,13,13,1170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Luis Gamíz\Luis-Gamiz,mx MEX,MF,Tijuana,18,2000,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Edson García\Edson-Garcia,mx MEX,DF,Veracruz,20,1998,12,11,944,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
212,Emmanuel García\Emmanuel-Garcia,mx MEX,DF,Pachuca,28,1989,30,30,2497,0,4,0,0,5,0,0.00,0.14,0.14,0.00,0.14,Matches
213,Jorge García\Jorge-Garcia,mx MEX,DF,Cruz Azul,16,2002,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
214,José García\Jose-Garcia,mx MEX,MF,UANL,20,1998,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
215,Santiago García\Santiago-Garcia,ar ARG,DF,Toluca,30,1988,21,19,1771,1,3,0,0,8,1,0.05,0.15,0.20,0.05,0.20,Matches
216,Bryan Garnica\Bryan-Garnica,mx MEX,MF,Santos,22,1996,7,6,412,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Bryan Garnica\Bryan-Garnica,mx MEX,MFFW,Atlas,22,1996,15,9,843,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Carlos Gerardo Rodríguez\Carlos-Gerardo-Rodriguez,mx MEX,DF,Puebla,33,1985,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
219,Emmanuel Gigliotti\Emmanuel-Gigliotti,ar ARG,FW,Toluca,31,1987,14,12,1091,3,2,1,1,4,0,0.25,0.16,0.41,0.16,0.33,Matches
220,André-Pierre Gignac\Andre-Pierre-Gignac,fr FRA,FW,UANL,32,1985,28,28,2493,21,3,2,2,7,0,0.76,0.11,0.87,0.69,0.79,Matches
221,Christian Giménez\Christian-Gimenez,mx MEX,MF,Pachuca,37,1981,5,0,123,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Jaime Gómez Valencia\Jaime-Gomez-Valencia,mx MEX,MFDF,Querétaro,25,1993,32,29,2544,1,0,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches
223,Alejandro Gómez\Alejandro-Gomez,mx MEX,DF,Atlas,16,2002,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Pablo Gómez\Pablo-Gomez,mx MEX,MF,Puebla,21,1997,4,0,76,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Cristian González Bautista\Cristian-Gonzalez-Bautista,mx MEX,DF,Veracruz,20,1998,2,2,180,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
226,Pablo González Díaz\Pablo-Gonzalez-Diaz,mx MEX,MF,Puebla,26,1992,22,12,1301,1,2,0,0,3,0,0.07,0.14,0.21,0.07,0.21,Matches
227,Hugo González Durán\Hugo-Gonzalez-Duran,mx MEX,GK,Necaxa,27,1990,32,32,2880,0,1,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
228,Carlos González Espínola\Carlos-Gonzalez-Espinola,py PAR,FW,UNAM,25,1993,31,31,2681,12,6,0,0,0,0,0.40,0.20,0.60,0.40,0.60,Matches
229,Ramiro González Hernández\Ramiro-Gonzalez-Hernandez,ar ARG,DF,León,27,1990,7,5,455,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Abraham González\Abraham-Gonzalez,es ESP,MF,Lobos BUAP,33,1985,34,34,3025,0,3,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
231,Alfonso González\Alfonso-Gonzalez,mx MEX,MF,Monterrey,23,1994,3,0,87,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Diego González\Diego-Gonzalez,ar ARG,MF,Tijuana,30,1988,25,15,1529,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches
233,Fernando González\Fernando-Gonzalez,mx MEX,FW,América,20,1997,2,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Jesus Gonzalez\Jesus-Gonzalez,mx MEX,DF,Morelia,20,1998,1,1,75,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Jonathan González\Jonathan-Gonzalez,mx MEX,MF,Monterrey,19,1999,22,19,1550,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches
236,Omar Gonzalez\Omar-Gonzalez,us USA,DF,Atlas,29,1988,28,28,2520,2,0,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
237,Osvaldo González\Osvaldo-Gonzalez,cl CHI,DF,Toluca,33,1984,27,25,2320,2,0,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
238,Walter González\Walter-Gonzalez,py PAR,MFFW,León,23,1995,18,4,540,4,0,0,0,2,0,0.67,0.00,0.67,0.67,0.67,Matches
239,Pedro Goulart\Pedro-Goulart,mx MEX,FW,Puebla,20,1997,5,2,172,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Ismael Govea\Ismael-Govea,mx MEX,DF,Atlas,21,1997,27,22,1960,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Axel Grijalva\Axel-Grijalva,mx MEX,DF,Monterrey,18,2000,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
242,Raúl Gudiño\Raul-Gudino,mx MEX,GK,Guadalajara,22,1996,28,28,2520,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Javier Güemez\Javier-Guemez,mx MEX,MF,Querétaro,26,1991,29,22,2112,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
244,Carlos Guerrero\Carlos-Guerrero,mx MEX,MF,León,18,2000,6,1,133,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Yeison Guerrero\Yeison-Guerrero,ec ECU,MF,Veracruz,20,1998,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
246,Alejandro Guido\Alejandro-Guido,us USA,MF,Tijuana,24,1994,2,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
247,José Guillén\Jose-Guillen,mx MEX,MF,América,19,1998,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Alexis Gutiérrez\Alexis-Gutierrez,mx MEX,MF,Cruz Azul,18,2000,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Edson Gutiérrez\Edson-Gutierrez,mx MEX,DFMF,Monterrey,22,1996,11,8,784,0,1,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches
250,Erick Gutiérrez\Erick-Gutierrez,mx MEX,MF,Pachuca,23,1995,6,5,495,2,0,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches
251,Yosgart Gutiérrez\Yosgart-Gutierrez,mx MEX,GK,Necaxa,37,1981,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Carlos Guzmán\Carlos-Guzman,mx MEX,DF,Morelia,24,1994,17,17,1530,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
253,Carlos Guzmán\Carlos-Guzman,mx MEX,DF,Necaxa,24,1994,6,6,522,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
254,Nahuel Guzmán\Nahuel-Guzman,ar ARG,GK,UANL,32,1986,34,34,3060,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
255,Víctor Guzmán\Victor-Guzman,mx MEX,MF,Pachuca,23,1995,33,31,2731,13,6,0,0,5,0,0.43,0.20,0.63,0.43,0.63,Matches
256,Luis Haquín\Luis-Haquin,bo BOL,DF,Puebla,20,1997,7,3,366,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Adolfo Hernández\Adolfo-Hernandez,mx MEX,MF,UNAM,20,1997,3,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Arelibetsiel Hernández\Arelibetsiel-Hernandez,mx MEX,DF,Querétaro,23,1994,4,4,332,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
259,Diego Hernández\Diego-Hernandez,mx MEX,FW,Guadalajara,18,1999,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
260,Édgar Hernández\Edgar-Hernandez,mx MEX,GK,Atlas,35,1982,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Edwin Hernández\Edwin-Hernandez,mx MEX,DF,Pachuca,32,1986,4,2,208,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Edwin Hernández\Edwin-Hernandez,mx MEX,DF,Guadalajara,32,1986,14,14,1184,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
263,Elías Hernández\Elias-Hernandez,mx MEX,MF,Cruz Azul,30,1988,23,23,1869,8,6,3,3,0,0,0.39,0.29,0.67,0.24,0.53,Matches
264,Giovani Hernández\Giovani-Hernandez,mx MEX,MF,Necaxa,25,1993,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
265,José Hernández\Jose-Hernandez,mx MEX,MF,América,19,1999,4,3,165,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
266,Melitón Hernández\Meliton-Hernandez,mx MEX,GK,Veracruz,35,1982,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
267,Eduardo Herrera\Eduardo-Herrera,mx MEX,FW,Necaxa,30,1988,12,9,797,3,2,1,1,1,0,0.34,0.23,0.56,0.23,0.45,Matches
268,Eduardo Herrera\Eduardo-Herrera,mx MEX,FW,Santos,30,1988,5,1,100,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
269,Jonathan Herrera\Jonathan-Herrera,mx MEX,MF,Atlas,17,2001,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Carlos Higuera\Carlos-Higuera,mx MEX,GK,Tijuana,17,2000,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
271,César Huerta\Cesar-Huerta,mx MEX,FW,Guadalajara,17,2000,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
272,Avilés Hurtado\Aviles-Hurtado,co COL,MFFW,Monterrey,31,1987,29,21,1807,4,5,0,0,4,1,0.20,0.25,0.45,0.20,0.45,Matches
273,Andrés Ibargüen\Andres-Ibarguen,co COL,MF,América,26,1992,25,21,1847,5,2,1,1,1,0,0.24,0.10,0.34,0.19,0.29,Matches
274,Renato Ibarra\Renato-Ibarra,ec ECU,MF,América,27,1991,29,23,2061,2,6,0,0,2,0,0.09,0.26,0.35,0.09,0.35,Matches
275,José Ignacio Pallas\Jose-Ignacio-Pallas,uy URU,DF,Puebla,35,1983,18,15,1205,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
276,Andrés Iniestra\Andres-Iniestra,mx MEX,MFDF,UNAM,22,1996,25,23,2038,1,0,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
277,Cristian Insaurralde\Cristian-Insaurralde,ar ARG,MF,América,27,1991,6,1,156,1,1,0,0,1,0,0.58,0.58,1.15,0.58,1.15,Matches
278,Hugo Isaác Rodríguez\Hugo-Isaac-Rodriguez,mx MEX,DF,Puebla,28,1990,11,4,510,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
279,Hugo Isaác Rodríguez\Hugo-Isaac-Rodriguez,mx MEX,DF,Santos,28,1990,5,3,290,0,1,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches
280,Jesús Isijara\Jesus-Isijara,mx MEX,MF,Atlas,28,1989,16,16,1394,4,1,0,0,2,0,0.26,0.06,0.32,0.26,0.32,Matches
281,Jesús Isijara\Jesus-Isijara,mx MEX,MF,Santos,28,1989,10,10,707,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches
282,Omar Israel Mendoza\Omar-Israel-Mendoza,mx MEX,DF,Tijuana,29,1988,27,26,2288,0,1,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches
283,Juan Iturbe\Juan-Iturbe,py PAR,MFFW,UNAM,25,1993,26,7,948,4,2,0,0,3,0,0.38,0.19,0.57,0.38,0.57,Matches
284,José Iván Rodríguez\Jose-Ivan-Rodriguez,mx MEX,MF,León,22,1996,28,25,2249,0,2,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
285,Pablo Jáquez\Pablo-Jaquez,mx MEX,DF,UNAM,22,1995,21,18,1671,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
286,Franco Jara\Franco-Jara,ar ARG,FW,Pachuca,30,1988,32,31,2653,16,6,5,5,6,1,0.54,0.20,0.75,0.37,0.58,Matches
287,Rodrigo Javier Noya\Rodrigo-Javier-Noya,ar ARG,DFMF,Veracruz,28,1990,14,11,1000,0,1,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches
288,Francisco Javier Rodríguez\Francisco-Javier-Rodriguez,mx MEX,DF,Lobos BUAP,36,1981,34,34,3060,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
289,Francisco Javier Torres\Francisco-Javier-Torres,mx MEX,MF,Lobos BUAP,35,1983,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
290,José de Jesús Godínez\Jose-de-Jesus-Godinez,mx MEX,FW,Guadalajara,21,1997,17,5,619,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Miguel Jiménez Ponce\Miguel-Jimenez-Ponce,mx MEX,GK,Guadalajara,28,1990,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
292,Either Jiménez\Either-Jimenez,mx MEX,MF,León,17,2001,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
293,Eleuterio Jiménez\Eleuterio-Jimenez,mx MEX,FW,Atlas,20,1998,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Israel Jiménez\Israel-Jimenez,mx MEX,MFDF,UANL,28,1989,4,3,242,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
295,Leiton Jiménez\Leiton-Jimenez,co COL,DF,Atlas,29,1989,16,16,1440,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Leiton Jiménez\Leiton-Jimenez,co COL,DF,Lobos BUAP,29,1989,7,6,495,0,1,0,0,0,1,0.00,0.18,0.18,0.00,0.18,Matches
297,José Joaquín Esquivel\Jose-Joaquin-Esquivel,mx MEX,MF,Lobos BUAP,20,1998,32,22,1890,0,1,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches
298,José Joaquín Martínez\Jose-Joaquin-Martinez,mx MEX,DF,Pachuca,31,1987,16,15,1285,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Juan José Sánchez\Juan-Jose-Sanchez,co COL,DF,UANL,20,1998,4,2,195,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Alberto Joshimar Acosta\Alberto-Joshimar-Acosta,mx MEX,MFDF,Morelia,30,1988,9,8,661,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
301,José Juan Macías\Jose-Juan-Macias,mx MEX,FW,León,18,1999,14,11,906,8,0,0,0,0,1,0.79,0.00,0.79,0.79,0.79,Matches
302,José Juan Macías\Jose-Juan-Macias,mx MEX,FW,Guadalajara,18,1999,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
303,José Juan Vázquez\Jose-Juan-Vazquez,mx MEX,MF,Santos,30,1988,33,32,2859,1,2,0,0,2,0,0.03,0.06,0.09,0.03,0.09,Matches
304,Juninho\Juninho,br BRA,DF,UANL,35,1982,8,6,583,1,1,1,1,1,1,0.15,0.15,0.31,0.00,0.15,Matches
305,Sebastián Jurado\Sebastian-Jurado,mx MEX,GK,Veracruz,20,1997,19,19,1710,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
306,Colin Kazim-Richards\Colin-Kazim-Richards,tr TUR,FWMF,Veracruz,31,1986,15,11,1039,4,0,1,1,5,1,0.35,0.00,0.35,0.26,0.26,Matches
307,Colin Kazim-Richards\Colin-Kazim-Richards,tr TUR,FW,Lobos BUAP,31,1986,10,8,679,3,1,0,1,2,0,0.40,0.13,0.53,0.40,0.53,Matches
308,Lampros Kontogiannis\Lampros-Kontogiannis,mx MEX,DF,Veracruz,29,1988,11,11,967,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
