,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
309,Diego Lainez\Diego-Lainez,mx MEX,MF,América,18,2000,10,6,571,2,0,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
310,Mauro Laínez\Mauro-Lainez,mx MEX,MF,Lobos BUAP,22,1996,27,18,1414,4,2,0,0,3,1,0.25,0.13,0.38,0.25,0.38,Matches
311,Daniel Lajud\Daniel-Lajud,mx MEX,MF,Monterrey,19,1999,1,0,18,1,0,0,0,0,0,5.00,0.00,5.00,5.00,5.00,Matches
312,Daniel Lajud\Daniel-Lajud,mx MEX,MFFW,Querétaro,19,1999,3,2,108,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Gibran Lajud\Gibran-Lajud,mx MEX,GK,Tijuana,24,1993,33,33,2970,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
314,César Landa\Cesar-Landa,mx MEX,MF,Veracruz,19,1998,2,0,46,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
315,Miguel Layún\Miguel-Layun,mx MEX,DFMF,Monterrey,30,1988,7,6,570,0,1,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
316,Giovanny León\Giovanny-Leon,mx MEX,DF,Toluca,18,2000,3,0,43,1,0,0,0,0,0,2.09,0.00,2.09,2.09,2.09,Matches
317,Gastón Lezcano\Gaston-Lezcano,ar ARG,MFFW,Morelia,31,1986,21,13,1167,3,1,0,0,3,0,0.23,0.08,0.31,0.23,0.31,Matches
318,Igor Lichnovsky\Igor-Lichnovsky,cl CHI,DF,Cruz Azul,24,1994,27,20,1898,1,0,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
319,Emanuel Loeschbor\Emanuel-Loeschbor,ar ARG,DF,Morelia,31,1986,15,15,1327,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Raúl López Gómez\Raul-Lopez-Gomez,mx MEX,DF,Pachuca,25,1993,24,19,1806,1,4,0,0,1,0,0.05,0.20,0.25,0.05,0.25,Matches
321,Antonio López\Antonio-Lopez,mx MEX,DF,América,20,1997,12,1,237,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
322,Daniel López\Daniel-Lopez,mx MEX,FW,Tijuana,18,2000,5,0,76,1,0,0,0,0,0,1.18,0.00,1.18,1.18,1.18,Matches
323,Leobardo López\Leobardo-Lopez,mx MEX,DF,Necaxa,34,1983,11,10,891,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Leonel López\Leonel-Lopez,mx MEX,MF,León,24,1994,7,4,353,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
325,Leonel López\Leonel-Lopez,mx MEX,MF,Toluca,24,1994,5,1,153,0,2,0,0,0,0,0.00,1.18,1.18,0.00,1.18,Matches
326,Rodrigo López\Rodrigo-Lopez,us USA,MF,Veracruz,30,1988,7,6,433,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
327,Vladimir Loroña\Vladimir-Lorona,mx MEX,DF,Puebla,19,1998,30,30,2568,2,0,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches
328,Brian Lozano\Brian-Lozano,uy URU,MF,Santos,24,1994,34,30,2633,2,6,0,0,5,0,0.07,0.21,0.27,0.07,0.27,Matches
329,Adrián Luna\Adrian-Luna,uy URU,MF,Veracruz,26,1992,29,23,2108,1,4,0,0,1,0,0.04,0.17,0.21,0.04,0.21,Matches
330,Mario de Luna\Mario-de-Luna,mx MEX,DF,Guadalajara,30,1988,4,3,200,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Oscar Macías\Oscar-Macias,mx MEX,MF,Lobos BUAP,20,1998,15,4,580,0,2,0,0,3,0,0.00,0.31,0.31,0.00,0.31,Matches
332,Luis Madrigal\Luis-Madrigal,mx MEX,FW,Monterrey,25,1993,14,8,789,3,0,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
333,Luis Madrigal\Luis-Madrigal,mx MEX,FW,Guadalajara,25,1993,9,0,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
334,José Madueña\Jose-Maduena,mx MEX,DF,Cruz Azul,28,1990,20,14,1270,1,2,0,0,2,1,0.07,0.14,0.21,0.07,0.21,Matches
335,Jonatan Maidana\Jonatan-Maidana,ar ARG,DF,Toluca,33,1985,10,10,823,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
336,Luis Malagón\Luis-Malagon,mx MEX,GK,Morelia,21,1997,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
337,Víctor Malcorra\Victor-Malcorra,ar ARG,MF,UNAM,31,1987,34,34,2940,2,6,1,1,8,0,0.06,0.18,0.24,0.03,0.21,Matches
338,Federico Mancuello\Federico-Mancuello,ar ARG,MF,Toluca,29,1989,12,11,935,2,4,0,0,2,0,0.19,0.39,0.58,0.19,0.58,Matches
339,Luis Manuel García\Luis-Manuel-Garcia,mx MEX,GK,Toluca,25,1992,7,6,549,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
340,Javier Marcelo Correa\Javier-Marcelo-Correa,ar ARG,FWMF,Santos,25,1992,16,15,1283,4,0,1,1,2,0,0.28,0.00,0.28,0.21,0.21,Matches
341,Agustín Marchesín\Agustin-Marchesin,ar ARG,GK,América,30,1988,34,34,3060,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
342,Iván Marcone\Ivan-Marcone,ar ARG,MF,Cruz Azul,28,1990,18,18,1532,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
343,Osmar Mares\Osmar-Mares,mx MEX,DF,Veracruz,31,1987,14,12,1067,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
344,Osmar Mares\Osmar-Mares,mx MEX,DF,Necaxa,31,1987,4,2,182,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
345,José María Basanta\Jose-Maria-Basanta,ar ARG,DF,Monterrey,34,1984,16,14,1179,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Hedgardo Marín\Hedgardo-Marin,mx MEX,DF,Guadalajara,25,1993,19,14,1351,2,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches
347,Ricardo Marín\Ricardo-Marin,mx MEX,FW,Necaxa,20,1998,2,0,26,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
348,Juan Martín Lucero\Juan-Martin-Lucero,ar ARG,FW,Tijuana,26,1991,17,12,1052,1,2,0,1,1,0,0.09,0.17,0.26,0.09,0.26,Matches
349,Henry Martín\Henry-Martin,mx MEX,FWMF,América,25,1992,30,18,1644,6,4,0,0,0,0,0.33,0.22,0.55,0.33,0.55,Matches
350,Cris Martínez\Cris-Martinez,cl CHI,FW,Santos,25,1993,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
351,Luis Martínez\Luis-Martinez,mx MEX,DF,Tijuana,19,1999,4,4,256,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Luis Ernesto Pérez Martínez\Luis-Ernesto-Perez-Martinez,mx MEX,MF,Necaxa,29,1989,8,5,422,1,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches
353,Osvaldo Martínez\Osvaldo-Martinez,py PAR,MF,Santos,32,1986,16,16,1344,1,1,0,0,1,0,0.07,0.07,0.13,0.07,0.13,Matches
354,Osvaldo Martínez\Osvaldo-Martinez,py PAR,MF,Atlas,32,1986,17,17,1492,4,3,1,2,3,0,0.24,0.18,0.42,0.18,0.36,Matches
355,Roger Martínez\Roger-Martinez,co COL,FWMF,América,24,1994,25,20,1696,6,1,1,1,3,1,0.32,0.05,0.37,0.27,0.32,Matches
356,Héctor Mascorro\Hector-Mascorro,mx MEX,MF,León,21,1997,8,2,231,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
357,Alejandro Mayorga\Alejandro-Mayorga,mx MEX,DF,Necaxa,21,1997,11,11,990,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
358,Alejandro Mayorga\Alejandro-Mayorga,mx MEX,DF,Guadalajara,21,1997,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Alan Medina\Alan-Medina,mx MEX,MF,Toluca,20,1997,13,7,677,2,1,0,0,0,0,0.27,0.13,0.40,0.27,0.40,Matches
360,Stefan Medina\Stefan-Medina,co COL,DFMF,Monterrey,26,1992,24,22,1921,2,2,0,0,6,1,0.09,0.09,0.19,0.09,0.19,Matches
361,Alexander Mejía\Alexander-Mejia,co COL,MF,León,30,1988,15,12,1061,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
362,Ángel Mena\Angel-Mena,ec ECU,MF,Cruz Azul,30,1988,5,2,170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Ángel Mena\Angel-Mena,ec ECU,MF,León,30,1988,17,16,1410,14,10,3,3,1,0,0.89,0.64,1.53,0.70,1.34,Matches
364,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Cruz Azul,27,1991,31,21,1991,3,3,0,0,2,0,0.14,0.14,0.27,0.14,0.27,Matches
365,Alan Mendoza\Alan-Mendoza,mx MEX,DF,UNAM,24,1993,20,20,1530,3,0,0,0,6,0,0.18,0.00,0.18,0.18,0.18,Matches
366,Bryan Mendoza\Bryan-Mendoza,mx MEX,MF,UNAM,20,1997,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
367,Cristian Menéndez\Cristian-Menendez,ar ARG,FW,Veracruz,30,1988,29,26,2332,6,2,0,1,2,0,0.23,0.08,0.31,0.23,0.31,Matches
368,Jean Meneses\Jean-Meneses,cl CHI,MF,León,25,1993,22,19,1477,4,5,0,0,1,0,0.24,0.30,0.55,0.24,0.55,Matches
369,Jérémy Ménez\Jeremy-Menez,fr FRA,MF,América,31,1987,3,1,83,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Roberto Meraz\Roberto-Meraz,mx MEX,MF,Morelia,18,1999,19,9,854,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
371,Kevin Mercado\Kevin-Mercado,ec ECU,MF,Necaxa,23,1995,5,1,187,0,1,0,0,0,0,0.00,0.48,0.48,0.00,0.48,Matches
372,Fernando Meza\Fernando-Meza,ar ARG,DF,Necaxa,28,1990,12,12,1035,0,2,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
373,Francisco Meza\Francisco-Meza,co COL,DF,UANL,26,1991,15,13,1126,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
374,Maximiliano Meza\Maximiliano-Meza,ar ARG,MF,Monterrey,26,1992,15,11,1013,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
375,Félix Micolta\Felix-Micolta,co COL,FWMF,Puebla,28,1989,6,3,354,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
376,Hiram Mier\Hiram-Mier,mx MEX,DF,Guadalajara,28,1989,17,17,1530,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Hiram Mier\Hiram-Mier,mx MEX,DF,Querétaro,28,1989,17,17,1530,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
378,Luis Miguel Noriega\Luis-Miguel-Noriega,mx MEX,MF,Veracruz,33,1985,13,8,644,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
379,Guido Milán\Guido-Milan,ar ARG,DF,Veracruz,31,1987,2,2,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Víctor Milke\Victor-Milke,mx MEX,DF,Querétaro,23,1995,6,4,350,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
381,Rodrigo Millar\Rodrigo-Millar,cl CHI,MF,Morelia,36,1981,32,28,2296,1,3,0,0,5,1,0.04,0.12,0.16,0.04,0.16,Matches
382,Omar Mireles\Omar-Mireles,mx MEX,DF,León,19,1998,4,1,159,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Aldhair Molina\Aldhair-Molina,mx MEX,DF,Puebla,19,1999,3,2,165,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
384,Jesús Molina\Jesus-Molina,mx MEX,DFMF,Monterrey,30,1988,12,6,558,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
385,Jesús Molina\Jesus-Molina,mx MEX,MF,Guadalajara,30,1988,16,16,1375,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
386,Ricardo Monreal\Ricardo-Monreal,mx MEX,FW,Necaxa,17,2001,2,0,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
387,César Montes\Cesar-Montes,mx MEX,DF,Monterrey,21,1997,19,16,1404,2,0,0,0,4,1,0.13,0.00,0.13,0.13,0.13,Matches
388,Luis Montes\Luis-Montes,mx MEX,MF,León,32,1986,34,34,3007,7,5,1,1,4,0,0.21,0.15,0.36,0.18,0.33,Matches
389,Walter Montoya\Walter-Montoya,ar ARG,FW,Cruz Azul,25,1993,5,1,94,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
390,Adrián Mora\Adrian-Mora,mx MEX,DF,Toluca,20,1997,16,11,1158,2,1,0,0,2,0,0.16,0.08,0.23,0.16,0.23,Matches
391,Felipe Mora\Felipe-Mora,cl CHI,FWMF,UNAM,24,1993,33,30,2542,12,1,0,1,4,0,0.42,0.04,0.46,0.42,0.46,Matches
392,Iván Moreno\Ivan-Moreno,mx MEX,MF,América,20,1998,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Marlos Moreno\Marlos-Moreno,co COL,MF,Santos,21,1996,11,5,470,1,0,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches
394,Yairo Moreno\Yairo-Moreno,co COL,MF,León,23,1995,24,13,1289,2,1,0,0,1,0,0.14,0.07,0.21,0.14,0.21,Matches
395,Andrés Mosquera Guardia\Andres-Mosquera-Guardia,co COL,DF,León,28,1990,28,28,2520,2,2,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches
396,Alan Mozo\Alan-Mozo,mx MEX,DF,UNAM,21,1997,30,30,2677,1,4,0,0,11,0,0.03,0.13,0.17,0.03,0.17,Matches
397,Hiram Muñoz\Hiram-Munoz,mx MEX,DF,Tijuana,23,1995,3,1,66,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
398,Jefferson Murillo\Jefferson-Murillo,co COL,DFMF,Veracruz,26,1992,19,12,1243,0,2,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches
399,Óscar Murillo\Oscar-Murillo,co COL,DF,Pachuca,30,1988,29,29,2554,0,1,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches
400,Ariel Nahuelpán\Ariel-Nahuelpan,ar ARG,FW,Tijuana,30,1987,12,12,956,4,1,0,0,3,0,0.38,0.09,0.47,0.38,0.47,Matches
401,Antonio Nava\Antonio-Nava,mx MEX,MF,Tijuana,18,1999,6,4,288,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches
402,Fernando Navarro Morán\Fernando-Navarro-Moran,mx MEX,DF,León,29,1989,32,31,2757,2,4,0,0,6,1,0.07,0.13,0.20,0.07,0.20,Matches
403,Nicolás Navarro\Nicolas-Navarro,ar ARG,GK,Querétaro,33,1985,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Hugo Nervo\Hugo-Nervo,ar ARG,DF,Santos,27,1991,34,34,3060,1,0,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
405,Diego Novaretti\Diego-Novaretti,ar ARG,DF,Querétaro,33,1985,18,18,1534,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches
406,Heriberto Olvera\Heriberto-Olvera,mx MEX,DF,Atlas,28,1990,3,3,233,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Santiago Ormeño\Santiago-Ormeno,mx MEX,FW,Puebla,24,1994,3,0,38,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Efraín Orona\Efrain-Orona,mx MEX,MF,Pachuca,19,1999,2,0,54,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
409,Jonathan Orozco\Jonathan-Orozco,mx MEX,GK,Santos,32,1986,29,29,2558,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Michael Orozco\Michael-Orozco,us USA,DF,Lobos BUAP,32,1986,29,29,2548,1,0,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
411,Yohandry Orozco\Yohandry-Orozco,ve VEN,MF,Puebla,27,1991,5,4,220,1,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
412,Carlos Orrantía\Carlos-Orrantia,mx MEX,MFDF,Santos,27,1991,20,8,740,1,2,0,0,0,0,0.12,0.24,0.36,0.12,0.36,Matches
413,Edyairth Ortega\Edyairth-Ortega,mx MEX,MF,Atlas,21,1997,4,2,157,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
414,Celso Ortiz\Celso-Ortiz,py PAR,MF,Monterrey,29,1989,26,23,1912,1,2,0,0,2,0,0.05,0.09,0.14,0.05,0.14,Matches
415,Mario Osuna\Mario-Osuna,mx MEX,DFMF,Morelia,29,1988,18,16,1453,2,0,2,2,3,0,0.12,0.00,0.12,0.00,0.00,Matches
416,Juan Pablo Vigón\Juan-Pablo-Vigon,mx MEX,MF,Atlas,27,1991,29,28,2435,4,4,0,1,9,1,0.15,0.15,0.30,0.15,0.30,Matches
417,Dorlan Pabón\Dorlan-Pabon,co COL,MFFW,Monterrey,30,1988,30,25,2261,5,12,0,0,1,0,0.20,0.48,0.68,0.20,0.68,Matches
418,José Padilla\Jose-Padilla,mx MEX,MF,Pachuca,18,1999,2,1,53,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Jesús Paganoni\Jesus-Paganoni,mx MEX,DF,Veracruz,29,1988,31,30,2563,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches
420,Cristian Palacios\Cristian-Palacios,uy URU,FW,Puebla,27,1990,9,4,317,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
421,Sebastián Palacios\Sebastian-Palacios,ar ARG,FW,Pachuca,26,1992,12,9,724,0,4,0,0,2,0,0.00,0.50,0.50,0.00,0.50,Matches
422,Felipe Pardo\Felipe-Pardo,co COL,MFFW,Toluca,27,1990,10,8,748,3,1,0,0,5,0,0.36,0.12,0.48,0.36,0.48,Matches
423,Nicolás Pareja\Nicolas-Pareja,ar ARG,DF,Atlas,34,1984,3,2,150,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
424,Eduardo Pastrana\Eduardo-Pastrana,mx MEX,FW,Veracruz,18,2000,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Carlos Peña\Carlos-Pena,mx MEX,MF,Necaxa,28,1990,5,2,254,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
426,Ricardo Peña\Ricardo-Pena,mx MEX,DFMF,Querétaro,26,1992,6,6,503,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Oribe Peralta\Oribe-Peralta,mx MEX,FW,América,34,1984,19,16,1352,5,3,0,0,2,0,0.33,0.20,0.53,0.33,0.53,Matches
428,Jair Pereira\Jair-Pereira,mx MEX,DF,Guadalajara,32,1986,31,30,2634,1,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,Matches
429,Michael Pérez Ortíz\Michael-Perez-Ortiz,mx MEX,MF,Guadalajara,25,1993,13,11,870,1,1,0,0,2,1,0.10,0.10,0.21,0.10,0.21,Matches
430,Óscar Pérez Rojas\Oscar-Perez-Rojas,mx MEX,GK,Pachuca,45,1973,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
431,Alexis Pérez\Alexis-Perez,co COL,DF,Querétaro,24,1994,22,22,1924,2,2,0,0,7,2,0.09,0.09,0.19,0.09,0.19,Matches
432,Enrique Pérez\Enrique-Perez,mx MEX,DF,Veracruz,29,1988,4,2,254,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Erik Pimentel\Erik-Pimentel,mx MEX,DF,Puebla,28,1990,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Orbelín Pineda\Orbelin-Pineda,mx MEX,MF,Guadalajara,22,1996,12,12,959,1,1,0,0,2,1,0.09,0.09,0.19,0.09,0.19,Matches
435,Orbelín Pineda\Orbelin-Pineda,mx MEX,MFFW,Cruz Azul,22,1996,16,14,1263,2,3,0,0,1,0,0.14,0.21,0.36,0.14,0.36,Matches
436,Guido Pizarro\Guido-Pizarro,ar ARG,MF,UANL,28,1990,30,30,2586,1,2,0,0,7,1,0.03,0.07,0.10,0.03,0.10,Matches
437,Rodolfo Pizarro\Rodolfo-Pizarro,mx MEX,MFFW,Monterrey,24,1994,22,21,1753,4,1,0,0,4,1,0.21,0.05,0.26,0.21,0.26,Matches
438,Fernando Plascencia\Fernando-Plascencia,mx MEX,MF,Necaxa,19,1999,3,2,198,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Osvaldo Rodríguez del Portal\Osvaldo-Rodriguez-del-Portal,mx MEX,DF,León,21,1996,7,7,563,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Ayrton Preciado\Ayrton-Preciado,ec ECU,MFFW,Santos,24,1994,24,11,1121,2,3,0,0,1,0,0.16,0.24,0.40,0.16,0.40,Matches
441,Ronaldo Prieto\Ronaldo-Prieto,mx MEX,MF,Veracruz,21,1997,15,10,656,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
442,Edson Puch\Edson-Puch,cl CHI,FWMF,Querétaro,32,1986,8,5,494,1,3,1,1,3,1,0.18,0.55,0.73,0.00,0.55,Matches
443,Alan Pulido\Alan-Pulido,mx MEX,FW,Guadalajara,27,1991,28,24,2113,7,1,3,3,3,1,0.30,0.04,0.34,0.17,0.21,Matches
444,Julián Quiñones\Julian-Quinones,co COL,MFFW,UANL,21,1997,25,14,1419,6,2,0,0,2,0,0.38,0.13,0.51,0.38,0.51,Matches
445,Deiner Quiñónez\Deiner-Quinonez,co COL,MF,Santos,22,1995,17,1,318,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,Matches
446,Bryan Rabello\Bryan-Rabello,cl CHI,MFFW,Lobos BUAP,24,1994,33,33,2776,2,5,0,0,4,1,0.06,0.16,0.23,0.06,0.23,Matches
447,Diego Rafael Jiménez\Diego-Rafael-Jimenez,mx MEX,FW,Lobos BUAP,29,1988,10,0,189,1,0,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
448,Cándido Ramírez\Candido-Ramirez,mx MEX,MFFW,Morelia,25,1993,7,4,299,0,3,0,0,1,0,0.00,0.90,0.90,0.00,0.90,Matches
449,Leonardo Ramos\Leonardo-Ramos,ar ARG,FW,Lobos BUAP,28,1989,23,22,1973,16,3,2,2,6,0,0.73,0.14,0.87,0.64,0.78,Matches
450,Andrés Rentería\Andres-Renteria,co COL,MFFW,Cruz Azul,25,1993,8,2,223,2,0,0,0,0,0,0.81,0.00,0.81,0.81,0.81,Matches
451,Édson Reséndez\Edson-Resendez,mx MEX,GK,Monterrey,22,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
452,Salvador Reyes Chávez\Salvador-Reyes-Chavez,mx MEX,MF,Morelia,20,1998,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Lorenzo Reyes\Lorenzo-Reyes,cl CHI,MF,Atlas,27,1991,20,20,1672,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
454,Claudio Riaño\Claudio-Riano,ar ARG,FW,Necaxa,29,1988,6,2,225,1,0,0,0,0,0,0.40,0.00,0.40,0.40,0.40,Matches
455,Luis Ricardo Reyes\Luis-Ricardo-Reyes,mx MEX,DF,América,27,1991,18,14,1204,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Antonio Ríos\Antonio-Rios,mx MEX,MF,Toluca,29,1988,31,28,2502,2,1,0,1,5,1,0.07,0.04,0.11,0.07,0.11,Matches
457,Ulises Rivas\Ulises-Rivas,mx MEX,MF,Santos,22,1996,11,6,596,0,1,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches
458,Rodolfo Rivera\Rodolfo-Rivera,mx MEX,FW,Atlas,17,2001,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Ignacio Rivero\Ignacio-Rivero,uy URU,MFDF,Tijuana,26,1992,32,31,2656,2,3,0,0,4,0,0.07,0.10,0.17,0.07,0.17,Matches
460,Octavio Rivero\Octavio-Rivero,uy URU,FW,Atlas,26,1992,9,6,596,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,Matches
461,Jorge Roberto Díaz\Jorge-Roberto-Diaz,mx MEX,MF,León,20,1998,11,1,212,0,1,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches
462,Carlos Robles\Carlos-Robles,mx MEX,DF,Atlas,18,2000,2,1,142,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
463,Aldo Rocha\Aldo-Rocha,mx MEX,MF,Morelia,25,1992,32,32,2803,0,1,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches
464,Diego Rodríguez\Diego-Rodriguez,mx MEX,DF,UNAM,21,1997,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Diego Rodríguez\Diego-Rodriguez,uy URU,MF,Tijuana,28,1989,34,34,2889,0,1,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches
466,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,América,24,1994,34,34,3060,7,2,0,0,4,0,0.21,0.06,0.26,0.21,0.26,Matches
467,Jesús Rodríguez\Jesus-Rodriguez,mx MEX,GK,Puebla,25,1993,4,2,250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Jonathan Rodríguez\Jonathan-Rodriguez,uy URU,FWMF,Santos,25,1993,17,17,1456,9,3,0,0,0,0,0.56,0.19,0.74,0.56,0.74,Matches
469,Jonathan Rodríguez\Jonathan-Rodriguez,uy URU,FWMF,Cruz Azul,25,1993,16,8,812,0,2,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches
470,Martín Rodríguez\Martin-Rodriguez,cl CHI,MF,UNAM,23,1994,32,24,1925,2,5,0,0,1,0,0.09,0.23,0.33,0.09,0.33,Matches
471,Sebastián Rodríguez\Sebastian-Rodriguez,uy URU,MF,Veracruz,25,1992,15,15,1244,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Jorge Rojas\Jorge-Rojas,py PAR,MF,Querétaro,25,1993,3,0,74,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
