,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
149,Federico Bravo\Federico-Bravo,ar ARG,MF,Patronato,24,1993,16,14,1215,1,1,0,0,4,1,0.07,0.07,0.15,0.07,0.15,Matches
150,Martín Bravo\Martin-Bravo,ar ARG,FWMF,San Martín SJ,31,1986,12,9,789,4,0,0,0,4,0,0.46,0.00,0.46,0.46,0.46,Matches
151,Fabricio Brener\Fabricio-Brener,ar ARG,MF,Belgrano,20,1998,2,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Norberto Briasco\Norberto-Briasco,am ARM,MF,CA Huracán,22,1996,13,3,439,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
153,Santiago Briñone\Santiago-Brinone,ar ARG,MF,Patronato,21,1996,8,5,370,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Emanuel Brítez\Emanuel-Britez,ar ARG,DF,Independiente,26,1992,16,13,1242,1,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches
155,Juan Brunetta\Juan-Brunetta,ar ARG,MF,Belgrano,21,1997,21,14,1207,2,1,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches
156,Gonzalo Bueno\Gonzalo-Bueno,uy URU,MF,Colón,25,1993,10,2,320,2,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,Matches
157,Julio Buffarini\Julio-Buffarini,ar ARG,DF,Boca Juniors,29,1988,17,17,1530,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
158,Ezequiel Bullaude\Ezequiel-Bullaude,ar ARG,MF,Godoy Cruz,17,2000,6,1,141,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
159,Guillermo Burdisso\Guillermo-Burdisso,ar ARG,DF,Independiente,29,1988,18,12,1062,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Valentín Burgoa\Valentin-Burgoa,ar ARG,MF,Godoy Cruz,18,2000,16,7,690,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
161,Leonardo Burián\Leonardo-Burian,uy URU,GK,Colón,34,1984,25,25,2250,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Fabricio Bustos\Fabricio-Bustos,ar ARG,DF,Independiente,22,1996,22,21,1900,0,3,0,0,5,0,0.00,0.14,0.14,0.00,0.14,Matches
163,Nahuel Bustos\Nahuel-Bustos,ar ARG,FWMF,Talleres,20,1998,11,10,859,5,0,0,0,1,0,0.52,0.00,0.52,0.52,0.52,Matches
164,Óscar Cabezas\Oscar-Cabezas,co COL,DF,Rosario Cent,21,1996,11,10,866,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Yonathan Cabral\Yonathan-Cabral,ar ARG,DF,Tucumán,26,1992,23,23,2057,1,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,Matches
166,Lisandro Cabrera\Lisandro-Cabrera,ar ARG,FW,Newell's OB,20,1998,4,1,158,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Jerónimo Cacciabue\Jeronimo-Cacciabue,ar ARG,MF,Newell's OB,20,1998,17,15,1335,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
168,Ignacio Cacheiro\Ignacio-Cacheiro,ar ARG,MF,Patronato,25,1993,2,1,81,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Andrés Cadavid\Andres-Cadavid,co COL,DF,Colón,32,1985,7,6,550,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Matías Cahais\Matias-Cahais,ar ARG,DF,San Martin,30,1987,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Maximiliano Caire\Maximiliano-Caire,ar ARG,DF,Tigre,30,1988,7,6,516,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Lucas Calderon\Lucas-Calderon,ar ARG,FW,Gimnasia ELP,20,1998,4,1,144,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Adrián Calello\Adrian-Calello,ar ARG,MF,Banfield,31,1987,17,13,1223,1,0,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches
174,Stefano Callegari\Stefano-Callegari,ar ARG,DF,Newell's OB,21,1997,14,14,1260,0,2,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
175,Washington Camacho\Washington-Camacho,uy URU,MF,Rosario Cent,32,1986,23,22,1721,2,0,0,0,8,0,0.10,0.00,0.10,0.10,0.10,Matches
176,Facundo Cambeses\Facundo-Cambeses,ar ARG,GK,Banfield,21,1997,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Martín Campaña\Martin-Campana,uy URU,GK,Independiente,29,1989,24,24,2160,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Gastón Campi\Gaston-Campi,ar ARG,DF,Estudiantes,27,1991,11,7,591,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
179,Jorman Campuzano\Jorman-Campuzano,co COL,MF,Boca Juniors,22,1996,10,8,710,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
180,Ignacio Canuto\Ignacio-Canuto,ar ARG,DF,Tigre,32,1986,17,17,1485,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches
181,Nicolás Capaldo\Nicolas-Capaldo,ar ARG,MF,Boca Juniors,20,1997,1,0,8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Gabriel Carabajal\Gabriel-Carabajal,ar ARG,MF,Patronato,26,1991,24,24,1864,6,6,1,1,5,0,0.29,0.29,0.58,0.24,0.53,Matches
183,Mauricio Caranta\Mauricio-Caranta,ar ARG,GK,Talleres,40,1978,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
184,Edwin Cardona\Edwin-Cardona,co COL,MFFW,Boca Juniors,25,1992,11,7,677,3,1,1,1,3,0,0.40,0.13,0.53,0.27,0.40,Matches
185,Tomás Cardona\Tomas-Cardona,ar ARG,DF,Godoy Cruz,22,1995,21,21,1833,1,0,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
186,Agustín Cardozo\Agustin-Cardozo,ar ARG,MF,Tigre,21,1997,3,1,89,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Diego Cardozo\Diego-Cardozo,ar ARG,MF,San Martín SJ,31,1987,7,3,274,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches
188,Neri Cardozo\Neri-Cardozo,ar ARG,MF,Racing Club,31,1986,15,9,728,0,1,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
189,Jan Carlos Hurtado\Jan-Carlos-Hurtado,ve VEN,FW,Gimnasia ELP,18,2000,17,9,854,2,2,0,0,3,0,0.21,0.21,0.42,0.21,0.42,Matches
190,Jorge Carranza\Jorge-Carranza,ar ARG,GK,San Martin,37,1981,17,16,1509,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
191,Julián Carranza\Julian-Carranza,ar ARG,FW,Banfield,18,2000,15,7,851,3,0,1,1,2,0,0.32,0.00,0.32,0.21,0.21,Matches
192,Jorge Carrascal\Jorge-Carrascal,co COL,MF,River Plate,20,1998,2,1,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
193,Gabriel Carrasco\Gabriel-Carrasco,ar ARG,DF,Lanús,21,1997,14,14,1239,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
194,Ramiro Carrera\Ramiro-Carrera,ar ARG,MF,Tucumán,24,1993,6,0,151,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Federico Carrizo\Federico-Carrizo,ar ARG,MF,Rosario Cent,27,1991,12,11,851,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Matías Caruzzo\Matias-Caruzzo,ar ARG,DF,Rosario Cent,33,1984,18,18,1620,1,0,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
197,Agustín Casco\Agustin-Casco,ar ARG,MF,CA Huracán,21,1997,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Milton Casco\Milton-Casco,ar ARG,DFMF,River Plate,30,1988,13,13,1087,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
199,Gonzalo Castellani\Gonzalo-Castellani,ar ARG,MF,San Lorenzo,30,1987,8,4,421,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
200,Gonzalo Castillejos\Gonzalo-Castillejos,ar ARG,FW,San Martín SJ,32,1986,8,6,411,1,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44,Matches
201,Facundo Castillón\Facundo-Castillon,ar ARG,FW,Aldosivi,31,1986,8,4,306,0,1,0,0,2,0,0.00,0.29,0.29,0.00,0.29,Matches
202,Alexis Castro\Alexis-Castro,ar ARG,MF,San Lorenzo,22,1995,4,2,209,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Alexis Castro\Alexis-Castro,ar ARG,FW,Defensa y Just,22,1995,9,1,206,1,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches
204,Manuel Castro\Manuel-Castro,uy URU,MFFW,Estudiantes,22,1995,9,7,639,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
205,Juan Cataldi\Juan-Cataldi,ar ARG,MF,Gimnasia ELP,19,1998,4,2,175,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Juan Cavallaro\Juan-Cavallaro,ar ARG,MFFW,Tigre,24,1994,17,7,707,3,2,0,0,0,0,0.38,0.25,0.64,0.38,0.64,Matches
207,Lucas Ceballos\Lucas-Ceballos,ar ARG,DF,Patronato,31,1987,8,8,715,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
208,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MF,Banfield,21,1996,15,14,1144,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
209,Guillermo Celis\Guillermo-Celis,co COL,MF,Colón,25,1993,5,5,374,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Ricardo Centurión\Ricardo-Centurion,ar ARG,MF,Racing Club,25,1993,16,11,921,3,2,1,1,2,0,0.29,0.20,0.49,0.20,0.39,Matches
211,Francisco Cerro\Francisco-Cerro,ar ARG,MF,Defensa y Just,30,1988,5,0,115,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Ezequiel Cerutti\Ezequiel-Cerutti,ar ARG,MFFW,Independiente,26,1992,14,9,840,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Tomás Chancalay\Tomas-Chancalay,ar ARG,MFFW,Colón,19,1999,16,10,876,2,2,0,0,2,0,0.21,0.21,0.41,0.21,0.41,Matches
214,Andrés Chávez\Andres-Chavez,ar ARG,FW,CA Huracán,27,1991,21,14,1251,5,3,0,2,4,1,0.36,0.22,0.58,0.36,0.58,Matches
215,Ariel Chávez\Ariel-Chavez,ar ARG,DF,Colón,26,1992,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
216,Cristian Chávez\Cristian-Chavez,ar ARG,FW,Aldosivi,31,1987,21,20,1653,8,2,1,1,2,0,0.44,0.11,0.54,0.38,0.49,Matches
217,Lautaro Chávez\Lautaro-Chavez,ar ARG,MFFW,Gimnasia ELP,17,2001,4,2,156,0,1,0,0,0,0,0.00,0.58,0.58,0.00,0.58,Matches
218,Lucas Chávez\Lucas-Chavez,ar ARG,GK,Argentinos Jun,22,1995,20,20,1800,0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
219,Julián Chicco\Julian-Chicco,ar ARG,MF,Boca Juniors,20,1998,5,3,227,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Cristian Chimino\Cristian-Chimino,ar ARG,DF,CA Huracán,30,1988,20,20,1755,0,2,0,0,8,0,0.00,0.10,0.10,0.00,0.10,Matches
221,Renato Civelli\Renato-Civelli,ar ARG,DF,Banfield,34,1983,23,23,2070,0,1,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
222,Facundo Cobos\Facundo-Cobos,ar ARG,DF,Godoy Cruz,25,1993,3,1,163,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Nicolás Colazo\Nicolas-Colazo,ar ARG,MF,Tigre,28,1990,4,3,232,0,1,0,0,0,0,0.00,0.39,0.39,0.00,0.39,Matches
224,Iván Colman\Ivan-Colman,ar ARG,MF,Aldosivi,23,1995,22,17,1505,1,0,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
225,Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DF,San Lorenzo,36,1982,13,13,1112,0,1,0,0,1,1,0.00,0.08,0.08,0.00,0.08,Matches
226,Lautaro Comas\Lautaro-Comas,ar ARG,MFFW,Patronato,23,1995,15,9,893,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
227,Maximiliano Comba\Maximiliano-Comba,ar ARG,MF,Gimnasia ELP,24,1994,15,15,1301,2,0,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
228,Gabriel Compagnucci\Gabriel-Compagnucci,ar ARG,MF,Patronato,26,1991,10,10,895,0,4,0,0,1,0,0.00,0.40,0.40,0.00,0.40,Matches
229,Gabriel Compagnucci\Gabriel-Compagnucci,ar ARG,MF,CA Unión,26,1991,2,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Fernando Coniglio\Fernando-Coniglio,ar ARG,FW,Lanús,26,1991,8,1,232,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
231,Fernando Cordero\Fernando-Cordero,cl CHI,DFMF,San Martin,30,1987,2,0,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Nicolás Cordero\Nicolas-Cordero,ar ARG,FW,CA Huracán,19,1999,2,1,102,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
233,Emanuel Coronel\Emanuel-Coronel,ar ARG,DF,Banfield,21,1997,3,1,106,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Maximiliano Coronel\Maximiliano-Coronel,ar ARG,DF,Gimnasia ELP,29,1989,22,22,1932,1,0,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
235,Brandon Cortés\Brandon-Cortes,cl CHI,MF,Boca Juniors,17,2001,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
236,Claudio Corvalán\Claudio-Corvalan,ar ARG,DF,CA Unión,29,1989,13,8,736,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
237,Franco Costa\Franco-Costa,ar ARG,FW,San Martin,26,1991,7,2,177,1,1,0,0,1,0,0.51,0.51,1.02,0.51,1.02,Matches
238,Ramiro Costa\Ramiro-Costa,ar ARG,FW,San Martin,25,1992,3,3,220,1,0,0,0,0,0,0.41,0.00,0.41,0.41,0.41,Matches
239,Tino Costa\Tino-Costa,ar ARG,MF,San Martin,33,1985,13,12,980,4,1,1,1,4,0,0.37,0.09,0.46,0.28,0.37,Matches
240,Franco Cristaldo\Franco-Cristaldo,ar ARG,MF,San Martín SJ,21,1996,15,10,937,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Jonatan Cristaldo\Jonatan-Cristaldo,ar ARG,FW,Racing Club,29,1989,21,17,1356,5,2,0,0,2,0,0.33,0.13,0.46,0.33,0.46,Matches
242,Juan Cruz Kaprof\Juan-Cruz-Kaprof,ar ARG,FW,Tucumán,23,1995,8,0,182,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Juan Cruz Komar\Juan-Cruz-Komar,ar ARG,DF,Talleres,21,1996,18,17,1547,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches
244,Pablo Cuadra\Pablo-Cuadra,ar ARG,FW,Racing Club,23,1995,4,1,127,1,0,0,0,0,0,0.71,0.00,0.71,0.71,0.71,Matches
245,Pablo Cuadra\Pablo-Cuadra,ar ARG,FWMF,CA Unión,23,1995,10,5,439,0,3,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
246,Adrián Cubas\Adrian-Cubas,py PAR,MF,Talleres,22,1996,18,17,1485,1,0,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches
247,Fabián Cubero\Fabian-Cubero,ar ARG,DF,Vélez Sarsf,39,1978,7,2,277,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Tomás Cuello\Tomas-Cuello,ar ARG,MF,Tucumán,18,2000,4,1,108,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Mauricio Cuero\Mauricio-Cuero,co COL,MFFW,Belgrano,25,1993,10,10,862,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
250,Braian Cufré\Braian-Cufre,ar ARG,DF,Vélez Sarsf,21,1996,20,20,1725,3,1,0,0,4,1,0.16,0.05,0.21,0.16,0.21,Matches
251,Darío Cvitanich\Dario-Cvitanich,ar ARG,FW,Racing Club,34,1984,10,6,572,3,1,0,0,0,0,0.47,0.16,0.63,0.47,0.63,Matches
252,Darío Cvitanich\Dario-Cvitanich,ar ARG,FW,Banfield,34,1984,13,13,1143,5,2,2,3,5,0,0.39,0.16,0.55,0.24,0.39,Matches
253,Nicolás Da Campo\Nicolas-Da-Campo,ar ARG,MF,San Martín SJ,23,1994,7,2,213,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
254,Israel Damonte\Israel-Damonte,ar ARG,MF,CA Huracán,36,1982,22,22,1827,0,2,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
255,Juan Daniel Galeano\Juan-Daniel-Galeano,ar ARG,MF,Aldosivi,29,1989,15,4,581,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
256,Jesús Dátolo\Jesus-Datolo,ar ARG,MF,Banfield,34,1984,19,17,1324,5,2,2,2,2,0,0.34,0.14,0.48,0.20,0.34,Matches
257,Héctor David Martínez\Hector-David-Martinez,ar ARG,DF,River Plate,20,1998,1,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Nicolás De La Cruz\Nicolas-De-La-Cruz,uy URU,MF,River Plate,21,1997,17,9,964,1,2,0,0,3,1,0.09,0.19,0.28,0.09,0.28,Matches
259,Hernán De La Fuente\Hernan-De-La-Fuente,ar ARG,DF,Vélez Sarsf,21,1997,10,10,900,1,0,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches
260,Pedro De la Vega\Pedro-De-la-Vega,ar ARG,FWMF,Lanús,17,2001,10,6,491,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
261,Nicolás Delgadillo\Nicolas-Delgadillo,ar ARG,MF,San Martin,20,1997,3,2,112,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Nicolás Delgadillo\Nicolas-Delgadillo,ar ARG,MF,Vélez Sarsf,20,1997,3,1,124,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
263,Emanuel Dening\Emanuel-Dening,ar ARG,FWMF,San Martín SJ,30,1988,9,7,527,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
264,Faustino Dettler\Faustino-Dettler,ar ARG,FW,Patronato,20,1998,2,0,58,1,0,0,0,0,0,1.55,0.00,1.55,1.55,1.55,Matches
265,José Devecchi\Jose-Devecchi,ar ARG,GK,San Lorenzo,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
266,Leonel Di Plácido\Leonel-Di-Placido,ar ARG,DFMF,Lanús,24,1994,24,20,1673,1,2,0,0,2,0,0.05,0.11,0.16,0.05,0.16,Matches
267,Gonzalo Di Renzo\Gonzalo-Di-Renzo,ar ARG,FWMF,Lanús,22,1995,3,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Alexander Díaz\Alexander-Diaz,ar ARG,MF,San Lorenzo,18,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
269,Enzo Díaz\Enzo-Diaz,ar ARG,DFMF,Talleres,22,1995,5,4,317,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
270,Gastón Díaz\Gaston-Diaz,ar ARG,DF,Vélez Sarsf,30,1988,13,12,1067,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
271,Leandro Díaz\Leandro-Diaz,ar ARG,FW,Tucumán,26,1992,22,16,1419,5,1,2,2,1,0,0.32,0.06,0.38,0.19,0.25,Matches
272,Marcelo Díaz\Marcelo-Diaz,cl CHI,MF,Racing Club,31,1986,19,15,1420,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
273,Fernando Diego Pellegrino\Fernando-Diego-Pellegrino,ar ARG,GK,CA Huracán,32,1986,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
274,Nicolás Domingo\Nicolas-Domingo,ar ARG,MF,Independiente,33,1985,23,19,1814,0,1,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
275,Alexander Domínguez\Alexander-Dominguez,ec ECU,GK,Vélez Sarsf,31,1987,12,12,1080,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
276,Cecilio Domínguez\Cecilio-Dominguez,py PAR,FWMF,Independiente,23,1994,8,8,720,1,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,Matches
277,Nery Domínguez\Nery-Dominguez,ar ARG,MFDF,Racing Club,28,1990,18,13,1273,0,2,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
278,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Vélez Sarsf,20,1998,25,25,2202,3,2,0,0,4,0,0.12,0.08,0.20,0.12,0.20,Matches
279,Alejandro Donatti\Alejandro-Donatti,ar ARG,DF,Racing Club,31,1986,19,15,1332,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
280,David Drocco\David-Drocco,ar ARG,FWMF,CA Huracán,29,1989,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,Jalil Elías\Jalil-Elias,ar ARG,MF,Godoy Cruz,22,1996,20,19,1612,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Facundo Emanuel Rizzi\Facundo-Emanuel-Rizzi,ar ARG,DF,Rosario Cent,,,2,1,107,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Gonzalo Emanuel Rodríguez\Gonzalo-Emanuel-Rodriguez,ar ARG,FWMF,San Martin,27,1990,20,12,1097,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
284,Facundo Erpen\Facundo-Erpen,ar ARG,DF,San Martín SJ,35,1983,13,12,1118,1,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
285,Iván Erquiaga\Ivan-Erquiaga,ar ARG,DF,Estudiantes,20,1998,15,15,1251,0,2,0,0,6,0,0.00,0.14,0.14,0.00,0.14,Matches
286,Gonzalo Escobar\Gonzalo-Escobar,ar ARG,DF,Colón,21,1997,16,16,1428,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
287,Ian Escobar\Ian-Escobar,ar ARG,DF,Talleres,22,1996,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Ian Escobar\Ian-Escobar,ar ARG,DF,San Martín SJ,22,1996,5,5,450,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
289,Matías Escudero\Matias-Escudero,ar ARG,DF,Patronato,29,1988,12,10,974,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Gabriel Esparza\Gabriel-Esparza,ar ARG,FW,Colón,25,1993,6,2,263,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Fabián Espíndola\Fabian-Espindola,ar ARG,MFFW,San Martin,33,1985,6,4,306,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
292,Cristian Espinoza\Cristian-Espinoza,ar ARG,FWMF,Boca Juniors,23,1995,4,3,297,2,1,0,0,0,0,0.61,0.30,0.91,0.61,0.91,Matches
293,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Estudiantes,22,1995,14,8,755,1,2,0,1,3,1,0.12,0.24,0.36,0.12,0.36,Matches
294,Marcelo Estigarribia\Marcelo-Estigarribia,py PAR,MF,Colón,30,1987,22,21,1719,1,2,0,0,2,0,0.05,0.10,0.16,0.05,0.16,Matches
295,Fernando Evangelista\Fernando-Evangelista,ar ARG,DF,Estudiantes,25,1992,5,4,422,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Víctor Ezequiel Salazar\Victor-Ezequiel-Salazar,ar ARG,DF,San Lorenzo,25,1993,19,14,1338,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
297,Frank Fabra\Frank-Fabra,co COL,DF,Boca Juniors,27,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Kevin Facundo Gutiérrez\Kevin-Facundo-Gutierrez,ar ARG,MF,Godoy Cruz,21,1997,5,5,341,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Lorenzo Faravelli\Lorenzo-Faravelli,ar ARG,MF,Gimnasia ELP,25,1993,20,19,1545,4,1,0,0,7,2,0.23,0.06,0.29,0.23,0.29,Matches
300,Tomás Federico\Tomas-Federico,ar ARG,MF,San Martin,,,4,2,208,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
301,Álvaro Fernández\Alvaro-Fernandez,uy URU,MF,San Martin,32,1985,6,4,283,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
302,Gastón Fernández\Gaston-Fernandez,ar ARG,MFFW,Estudiantes,34,1983,18,11,998,2,2,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches
303,Ignacio Fernández\Ignacio-Fernandez,ar ARG,MF,River Plate,28,1990,19,18,1238,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches
304,Leandro Fernández\Leandro-Fernandez,ar ARG,FW,Vélez Sarsf,27,1991,9,8,685,2,2,1,1,1,0,0.26,0.26,0.53,0.13,0.39,Matches
305,Nereo Fernández\Nereo-Fernandez,ar ARG,GK,CA Unión,39,1979,24,24,2160,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
306,Nicolás Fernández\Nicolas-Fernandez,ar ARG,FW,Defensa y Just,22,1996,23,21,1887,8,2,0,0,5,0,0.38,0.10,0.48,0.38,0.48,Matches
307,Juan Fernando Garro\Juan-Fernando-Garro,ar ARG,MF,CA Huracán,25,1992,16,5,535,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
308,Gianluca Ferrari\Gianluca-Ferrari,ar ARG,DF,San Lorenzo,21,1997,9,7,748,1,0,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
