,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
309,Lucas Ferraz Vila\Lucas-Ferraz-Vila,ar ARG,MF,Argentinos Jun,20,1998,2,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Cristian Ferreira\Cristian-Ferreira,ar ARG,MF,River Plate,18,1999,14,6,683,4,1,0,0,1,0,0.53,0.13,0.66,0.53,0.66,Matches
311,Leonel Ferroni\Leonel-Ferroni,ar ARG,DF,Newell's OB,22,1996,8,7,590,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Héctor Fértoli\Hector-Fertoli,ar ARG,MFFW,San Lorenzo,23,1994,10,6,639,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Héctor Fértoli\Hector-Fertoli,ar ARG,MF,Newell's OB,23,1994,15,13,1031,4,1,0,0,3,0,0.35,0.09,0.44,0.35,0.44,Matches
314,Jorge Figal\Jorge-Figal,ar ARG,DF,Independiente,24,1994,14,12,1091,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches
315,Marcos Figueroa\Marcos-Figueroa,ar ARG,FW,San Martin,28,1990,8,2,289,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Víctor Figueroa\Victor-Figueroa,ar ARG,MF,Newell's OB,34,1983,23,14,1314,2,4,2,2,2,0,0.14,0.27,0.41,0.00,0.27,Matches
317,Matías Fissore\Matias-Fissore,ar ARG,MF,San Martín SJ,27,1990,17,13,1154,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Matías Fonseca\Matias-Fonseca,ar ARG,FW,Patronato,22,1995,2,0,34,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
319,Agustín Fontana\Agustin-Fontana,ar ARG,FW,Banfield,22,1996,6,6,414,3,0,0,0,1,0,0.65,0.00,0.65,0.65,0.65,Matches
320,Fabricio Fontanini\Fabricio-Fontanini,ar ARG,DF,Newell's OB,28,1990,22,22,1980,2,0,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches
321,Mauro Formica\Mauro-Formica,ar ARG,MF,Newell's OB,30,1988,23,18,1584,2,1,1,2,2,0,0.11,0.06,0.17,0.06,0.11,Matches
322,Franco Fragapane\Franco-Fragapane,ar ARG,MF,CA Unión,25,1993,24,24,1877,7,3,2,2,6,0,0.34,0.14,0.48,0.24,0.38,Matches
323,Juan Francisco Apaolaza\Juan-Francisco-Apaolaza,ar ARG,FW,Patronato,21,1997,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Juan Francisco Apaolaza\Juan-Francisco-Apaolaza,ar ARG,FW,Estudiantes,21,1997,12,8,647,1,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28,Matches
325,Alan Franco\Alan-Franco,ar ARG,DF,Independiente,21,1996,17,12,1103,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Juan Franzoni\Juan-Franzoni,ar ARG,FW,Patronato,27,1990,4,0,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Juan Freytes\Juan-Freytes,ar ARG,DF,Newell's OB,18,2000,5,2,275,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
328,Matías Fritzler\Matias-Fritzler,ar ARG,MF,Colón,31,1986,19,19,1644,0,2,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches
329,Francisco Fydriszewski\Francisco-Fydriszewski,ar ARG,FW,Newell's OB,25,1993,7,4,370,2,1,0,0,0,0,0.49,0.24,0.73,0.49,0.73,Matches
330,Juan Gabriel Patiño\Juan-Gabriel-Patino,py PAR,DF,Belgrano,29,1989,3,2,232,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
331,Fernando Gago\Fernando-Gago,ar ARG,MF,Boca Juniors,32,1986,8,8,720,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
332,Fernando Gaibor\Fernando-Gaibor,ec ECU,MF,Independiente,26,1991,23,15,1277,4,4,3,3,3,0,0.28,0.28,0.56,0.07,0.35,Matches
333,Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,San Lorenzo,19,1999,11,6,597,2,0,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches
334,Pablo Galdames Millán\Pablo-Galdames-Millan,cl CHI,MF,Vélez Sarsf,21,1996,11,3,375,1,0,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches
335,Leonel Galeano\Leonel-Galeano,ar ARG,DF,Aldosivi,26,1991,22,20,1733,1,0,0,0,6,1,0.05,0.00,0.05,0.05,0.05,Matches
336,Nahuel Gallardo\Nahuel-Gallardo,ar ARG,DF,River Plate,20,1998,4,3,258,0,1,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches
337,Matías Gallegos\Matias-Gallegos,ar ARG,FW,CA Unión,21,1997,3,0,53,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
338,Martín Galmarini\Martin-Galmarini,ar ARG,DFMF,Tigre,36,1982,21,21,1768,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
339,Giuliano Galoppo\Giuliano-Galoppo,ar ARG,MF,Banfield,19,1999,2,1,102,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
340,Brian Galván\Brian-Galvan,ar ARG,MF,Colón,,,3,0,59,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Jonathan Galván\Jonathan-Galvan,ar ARG,DF,Argentinos Jun,26,1992,4,2,149,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
342,Lucas Gamba\Lucas-Gamba,ar ARG,FWMF,CA Huracán,31,1987,24,21,1848,6,4,2,2,0,0,0.29,0.19,0.49,0.19,0.39,Matches
343,Javier Gandolfi\Javier-Gandolfi,ar ARG,DF,Talleres,37,1980,7,6,504,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Daian García\Daian-Garcia,ar ARG,FW,Gimnasia ELP,21,1997,1,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
345,Matías García\Matias-Garcia,ar ARG,MFDF,San Martin,26,1991,24,22,2006,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches
346,Rolando García\Rolando-Garcia,py PAR,DF,Lanús,28,1990,20,20,1717,0,1,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
347,Santiago García\Santiago-Garcia,uy URU,FW,Godoy Cruz,27,1990,22,20,1776,7,1,3,4,1,0,0.35,0.05,0.41,0.20,0.25,Matches
348,Matías Garrido\Matias-Garrido,ar ARG,MF,Patronato,32,1986,13,2,384,1,0,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
349,Marcos Gelabert\Marcos-Gelabert,ar ARG,MF,San Martín SJ,36,1981,22,22,1776,4,0,0,0,9,1,0.20,0.00,0.20,0.20,0.20,Matches
350,Lautaro Geminiani\Lautaro-Geminiani,ar ARG,DF,Patronato,27,1991,16,16,1401,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
351,Lautaro Gianetti\Lautaro-Gianetti,ar ARG,DF,Vélez Sarsf,24,1993,11,11,990,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Emmanuel Gigliotti\Emmanuel-Gigliotti,ar ARG,FW,Independiente,31,1987,15,13,1248,12,2,0,1,2,0,0.87,0.14,1.01,0.87,1.01,Matches
353,Gastón Gil Romero\Gaston-Gil-Romero,ar ARG,MF,Belgrano,25,1993,9,5,439,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
354,Gastón Gil Romero\Gaston-Gil-Romero,ar ARG,MF,Patronato,25,1993,7,3,306,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
355,Leonardo Gil\Leonardo-Gil,ar ARG,MF,Rosario Cent,27,1991,19,19,1670,2,5,0,0,3,0,0.11,0.27,0.38,0.11,0.38,Matches
356,Gastón Giménez\Gaston-Gimenez,ar ARG,MF,Vélez Sarsf,27,1991,24,24,2108,0,2,0,0,3,1,0.00,0.09,0.09,0.00,0.09,Matches
357,Nicolás Giménez\Nicolas-Gimenez,ar ARG,DF,Rosario Cent,21,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Nicolás Giménez\Nicolas-Gimenez,ar ARG,MFFW,San Martin,22,1996,17,6,684,2,0,1,1,1,0,0.26,0.00,0.26,0.13,0.13,Matches
359,Federico Gino\Federico-Gino,uy URU,MF,Aldosivi,25,1993,18,16,1389,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
360,Federico Girotti\Federico-Girotti,ar ARG,FW,River Plate,19,1999,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Dylan Gissi\Dylan-Gissi,ch SUI,DF,Patronato,27,1991,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Erik Godoy\Erik-Godoy,ar ARG,DF,Colón,24,1993,11,10,935,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Fernando Godoy\Fernando-Godoy,ar ARG,MF,Aldosivi,28,1990,14,11,945,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
364,Leonardo Godoy\Leonardo-Godoy,ar ARG,DF,Talleres,23,1995,16,16,1414,1,2,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
365,Jonatan Goitía\Jonatan-Goitia,ar ARG,DF,San Martín SJ,23,1994,6,6,528,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Paolo Goltz\Paolo-Goltz,ar ARG,DF,Boca Juniors,33,1985,10,9,894,0,1,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
367,Yeimar Gómez Andrade\Yeimar-Gomez-Andrade,co COL,DF,CA Unión,26,1992,24,24,2160,2,0,0,0,7,0,0.08,0.00,0.08,0.08,0.08,Matches
368,Alexi Gómez\Alexi-Gomez,pe PER,DFMF,Gimnasia ELP,25,1993,3,0,61,1,0,0,0,0,0,1.48,0.00,1.48,1.48,1.48,Matches
369,Ángel Gómez\Angel-Gomez,ar ARG,DF,Rosario Cent,21,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Elías Gómez\Elias-Gomez,ar ARG,DF,Rosario Cent,24,1994,3,2,186,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Elías Gómez\Elias-Gomez,ar ARG,DF,Argentinos Jun,24,1994,10,10,888,2,1,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches
372,Iván Gómez\Ivan-Gomez,ar ARG,MF,Estudiantes,21,1997,16,15,1294,0,1,0,0,3,1,0.00,0.07,0.07,0.00,0.07,Matches
373,Luciano Gómez\Luciano-Gomez,ar ARG,MFDF,Banfield,22,1996,23,21,1691,1,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,Matches
374,Matías Gómez\Matias-Gomez,ar ARG,MFFW,Gimnasia ELP,19,1998,20,16,1443,1,3,0,0,3,0,0.06,0.19,0.25,0.06,0.25,Matches
375,Rodrigo Gómez\Rodrigo-Gomez,ar ARG,MF,CA Unión,25,1993,13,1,365,0,1,0,1,2,0,0.00,0.25,0.25,0.00,0.25,Matches
376,Rodrigo Gómez\Rodrigo-Gomez,ar ARG,MFFW,San Martin,25,1993,9,9,787,2,2,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches
377,Ángel González\Angel-Gonzalez,ar ARG,FWMF,Godoy Cruz,24,1994,20,19,1679,5,0,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
378,Federico González\Federico-Gonzalez,ar ARG,FW,Tigre,31,1987,22,20,1663,11,1,0,1,1,0,0.60,0.05,0.65,0.60,0.65,Matches
379,Francisco González\Francisco-Gonzalez,ar ARG,MF,Argentinos Jun,21,1997,1,1,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Lucas González\Lucas-Gonzalez,ar ARG,FW,San Martin,21,1997,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
381,Mariano González\Mariano-Gonzalez,ar ARG,MF,Colón,37,1981,8,4,377,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
382,Maximiliano González\Maximiliano-Gonzalez,ar ARG,MF,Tigre,24,1994,3,1,129,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Rodrigo González\Rodrigo-Gonzalez,ar ARG,DF,Rosario Cent,18,2000,1,1,88,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
384,Francisco Grahl\Francisco-Grahl,ar ARG,MF,San Martín SJ,27,1991,11,6,559,1,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matches
385,Manuel Guanini\Manuel-Guanini,ar ARG,DF,Gimnasia ELP,22,1996,8,6,532,0,1,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
386,Gabriel Gudiño\Gabriel-Gudino,ar ARG,MF,Belgrano,26,1992,7,4,341,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
387,Gabriel Gudiño\Gabriel-Gudino,ar ARG,MF,San Lorenzo,26,1992,3,1,128,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Mauro Guevgeozián\Mauro-Guevgeozian,am ARM,FW,Gimnasia ELP,32,1986,9,4,337,1,1,0,0,0,0,0.27,0.27,0.53,0.27,0.53,Matches
389,Tomás Guidara\Tomas-Guidara,ar ARG,DF,Belgrano,22,1996,21,21,1890,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
390,Agustín Guiffrey\Agustin-Guiffrey,ar ARG,MF,Patronato,20,1997,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Germán Guiffrey\German-Guiffrey,ar ARG,DF,Gimnasia ELP,20,1997,7,7,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Marcos Guillermo Díaz\Marcos-Guillermo-Diaz,ar ARG,GK,Boca Juniors,32,1986,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Marcos Guillermo Díaz\Marcos-Guillermo-Diaz,ar ARG,GK,CA Huracán,32,1986,14,14,1260,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Pablo Guiñazú\Pablo-Guinazu,ar ARG,MF,Talleres,39,1978,16,16,1410,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
395,Gastón Guruceaga\Gaston-Guruceaga,uy URU,GK,Tigre,23,1995,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Jonás Gutiérrez\Jonas-Gutierrez,ar ARG,MF,Defensa y Just,35,1983,2,2,162,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
397,Lautaro Guzmán\Lautaro-Guzman,ar ARG,FW,Talleres,18,2000,2,0,107,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
398,Gabriel Hauche\Gabriel-Hauche,ar ARG,MFFW,Argentinos Jun,31,1986,10,10,852,2,0,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches
399,Fabián Henríquez\Fabian-Henriquez,ar ARG,MF,Godoy Cruz,23,1995,11,7,665,1,0,0,0,6,0,0.14,0.00,0.14,0.14,0.14,Matches
400,Agustín Heredia\Agustin-Heredia,ar ARG,DF,Godoy Cruz,21,1997,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
401,Leonardo Heredia\Leonardo-Heredia,ar ARG,MFFW,Colón,22,1996,18,15,1161,5,1,0,0,1,0,0.39,0.08,0.47,0.39,0.47,Matches
402,Javier Hernán García\Javier-Hernan-Garcia,ar ARG,GK,Racing Club,31,1987,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
403,Mateo Hernández\Mateo-Hernandez,ar ARG,MF,Colón,19,1998,5,2,254,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Pablo Hernández\Pablo-Hernandez,cl CHI,MF,Independiente,31,1986,18,15,1339,2,1,0,0,10,2,0.13,0.07,0.20,0.13,0.20,Matches
405,Germán Herrera\German-Herrera,ar ARG,FW,Rosario Cent,35,1983,19,9,917,3,0,0,0,4,0,0.29,0.00,0.29,0.29,0.29,Matches
406,Guido Herrera\Guido-Herrera,ar ARG,GK,Talleres,26,1992,22,22,1980,0,1,0,1,1,0,0.00,0.05,0.05,0.00,0.05,Matches
407,Marcelo Herrera\Marcelo-Herrera,ar ARG,DF,Lanús,26,1992,3,3,263,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
408,Marcelo Herrera\Marcelo-Herrera,ar ARG,DF,Belgrano,26,1992,9,9,754,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
409,Marcelo Herrera\Marcelo-Herrera,ar ARG,DFMF,San Lorenzo,19,1998,10,8,647,1,1,0,0,4,1,0.14,0.14,0.28,0.14,0.28,Matches
410,Marino Hinestroza\Marino-Hinestroza,co COL,FW,San Lorenzo,16,2002,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
411,Lucas Hoyos\Lucas-Hoyos,ar ARG,GK,Vélez Sarsf,29,1989,13,13,1170,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Ignacio Huguenet\Ignacio-Huguenet,ar ARG,FW,Defensa y Just,20,1998,8,5,407,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Matías Ibáñez\Matias-Ibanez,ar ARG,GK,Lanús,31,1986,20,20,1800,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
414,Nelson Ibáñez\Nelson-Ibanez,ar ARG,GK,Newell's OB,36,1981,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
415,Juan Ignacio Díaz\Juan-Ignacio-Diaz,ar ARG,DF,Estudiantes,20,1998,4,3,291,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
416,Juan Ignacio Méndez\Juan-Ignacio-Mendez,ar ARG,MFFW,Argentinos Jun,21,1997,10,9,676,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
417,Juan Ignacio Mercier\Juan-Ignacio-Mercier,ar ARG,MF,Tucumán,38,1980,22,20,1670,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Juan Ignacio Sills\Juan-Ignacio-Sills,ar ARG,MF,CA Huracán,31,1987,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Juan Ignacio Sills\Juan-Ignacio-Sills,ar ARG,MFDF,Newell's OB,31,1987,6,6,465,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
420,Francisco Ilarregui\Francisco-Ilarregui,ar ARG,FWMF,Argentinos Jun,21,1997,6,5,418,1,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches
421,Emanuel Iñíguez\Emanuel-Iniguez,ar ARG,DF,Aldosivi,21,1996,16,16,1348,0,2,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches
422,Cristian Insaurralde\Cristian-Insaurralde,ar ARG,MF,Newell's OB,27,1991,6,3,371,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
423,Manuel Insaurralde\Manuel-Insaurralde,ar ARG,MF,San Lorenzo,19,1999,7,5,470,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
424,Manuel de Iriondo\Manuel-de-Iriondo,ar ARG,MF,CA Unión,25,1993,9,4,368,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Javier Iritier\Javier-Iritier,ar ARG,FWMF,Aldosivi,23,1994,15,9,732,1,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches
426,Kevin Isa\Kevin-Isa,ar ARG,FW,Tucumán,17,2001,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Eugenio Isnaldo\Eugenio-Isnaldo,ar ARG,FW,Defensa y Just,24,1994,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
428,Carlos Izquierdoz\Carlos-Izquierdoz,ar ARG,DF,Boca Juniors,29,1988,18,17,1437,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
429,Lucas Janson\Lucas-Janson,ar ARG,FWMF,Tigre,23,1994,10,10,736,5,3,1,1,0,0,0.61,0.37,0.98,0.49,0.86,Matches
430,Gonzalo Jara\Gonzalo-Jara,cl CHI,DF,Estudiantes,32,1985,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
431,Leonardo Jara\Leonardo-Jara,ar ARG,DF,Boca Juniors,27,1991,4,4,311,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
432,Enrique Javier Borja\Enrique-Javier-Borja,py PAR,FW,Argentinos Jun,23,1995,9,2,254,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Jony\Jony,ar ARG,FW,Independiente,24,1994,3,1,117,1,0,0,0,0,0,0.77,0.00,0.77,0.77,0.77,Matches
434,Fernando Juárez\Fernando-Juarez,ar ARG,MF,Talleres,19,1998,6,4,368,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
435,Yoel Juárez\Yoel-Juarez,ar ARG,MF,Aldosivi,16,2002,2,0,48,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
436,Enzo Kalinski\Enzo-Kalinski,ar ARG,MF,Estudiantes,31,1987,10,9,798,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Enzo Kalinski\Enzo-Kalinski,ar ARG,MF,Banfield,31,1987,13,13,1117,2,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches
438,Matías Laba\Matias-Laba,ar ARG,MF,Estudiantes,26,1991,1,1,60,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Gonzalo Lamardo\Gonzalo-Lamardo,ar ARG,MF,San Martin,21,1997,6,5,451,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Andrés Lamas\Andres-Lamas,uy URU,DF,Tucumán,34,1984,9,7,702,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Federico Lanzillota\Federico-Lanzillota,ar ARG,GK,Argentinos Jun,25,1992,5,5,429,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
442,Marcelo Larrondo\Marcelo-Larrondo,cl CHI,FW,Defensa y Just,29,1988,8,0,141,1,1,0,0,3,0,0.64,0.64,1.28,0.64,1.28,Matches
443,Joaquín Laso\Joaquin-Laso,ar ARG,DF,Vélez Sarsf,28,1990,21,20,1801,0,2,0,0,12,0,0.00,0.10,0.10,0.00,0.10,Matches
444,Carlo Lattanzio\Carlo-Lattanzio,ar ARG,MF,Estudiantes,21,1997,5,1,167,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
445,Luís Leal\Luis-Leal,st STP,FWMF,Newell's OB,31,1987,19,15,1207,4,1,0,0,2,0,0.30,0.07,0.37,0.30,0.37,Matches
446,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Rosario Cent,25,1993,24,24,2160,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
447,Pablo Ledesma\Pablo-Ledesma,ar ARG,MF,Patronato,34,1984,10,8,698,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
448,Nicolás Leguizamón\Nicolas-Leguizamon,ar ARG,FWMF,Colón,23,1995,10,5,513,1,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches
449,Osmar Leguizamón\Osmar-Leguizamon,py PAR,FWMF,Godoy Cruz,24,1994,5,3,289,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
450,Damián Lemos\Damian-Lemos,ar ARG,MF,Patronato,29,1989,19,17,1529,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Gonzalo Lencina\Gonzalo-Lencina,ar ARG,FW,Belgrano,20,1997,3,0,65,0,1,0,0,0,0,0.00,1.38,1.38,0.00,1.38,Matches
452,Leandro Lencinas\Leandro-Lencinas,ar ARG,FWMF,Godoy Cruz,23,1995,5,4,272,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Reinaldo Lenis\Reinaldo-Lenis,co COL,MF,Banfield,26,1992,7,1,220,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Federico Lértora\Federico-Lertora,ar ARG,MF,Belgrano,28,1990,24,24,2153,2,0,0,0,6,1,0.08,0.00,0.08,0.08,0.08,Matches
455,Nery Leyes\Nery-Leyes,ar ARG,MF,Tucumán,28,1989,9,5,519,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Lucas Licht\Lucas-Licht,ar ARG,DFMF,Gimnasia ELP,37,1981,15,7,849,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Nicolás Linares\Nicolas-Linares,ar ARG,MF,Banfield,22,1996,9,3,377,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Andrés Lioi\Andres-Lioi,ar ARG,MF,Rosario Cent,21,1997,11,3,379,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Raúl Loaiza\Raul-Loaiza,co COL,MF,San Lorenzo,24,1994,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
460,Gastón Lodico\Gaston-Lodico,ar ARG,MF,Lanús,20,1998,14,2,448,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
461,Luciano Lollo\Luciano-Lollo,ar ARG,DF,River Plate,31,1987,4,4,360,1,0,0,0,2,0,0.25,0.00,0.25,0.25,0.25,Matches
462,Hernán López Muñoz\Hernan-Lopez-Munoz,ar ARG,MF,River Plate,17,2000,1,0,31,1,0,0,0,0,0,2.90,0.00,2.90,2.90,2.90,Matches
463,Edwar López\Edwar-Lopez,co COL,MFFW,Estudiantes,23,1995,7,2,213,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
464,Julián López\Julian-Lopez,ar ARG,MF,Racing Club,18,2000,7,0,46,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Lisandro López\Lisandro-Lopez,ar ARG,FW,Racing Club,35,1983,24,24,2094,17,1,6,6,3,0,0.73,0.04,0.77,0.47,0.52,Matches
466,Lisandro López\Lisandro-Lopez,ar ARG,DF,Boca Juniors,28,1989,8,8,720,2,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
467,Michael López\Michael-Lopez,ar ARG,FW,Banfield,20,1997,5,0,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Augusto Lotti\Augusto-Lotti,it ITA,FW,CA Unión,22,1996,10,7,441,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches
469,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,MFFW,Rosario Cent,19,1999,19,5,622,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
